"ano";"mes";"forma_de_apoio";"produto";"instrumento_financeiro";"inovacao";"porte_de_empresa";"regiao";"uf";"municipio";"municipio_codigo";"setor_cnae";"subsetor_cnae_agrupado";"setor_bndes";"subsetor_bndes";"desembolsos_reais"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUDESTE";"MINAS GERAIS";"COROMANDEL";3119302;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"220000,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"LINHA EMERGENCIAL";"NÃO";"MÉDIA";"SUDESTE";"MINAS GERAIS";"JUIZ DE FORA";3136702;"COMÉRCIO E SERVIÇOS";"CONSTRUÇÃO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"220000,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"NÃO";"PEQUENA";"NORDESTE";"MARANHAO";"ICATU";2105104;"COMÉRCIO E SERVIÇOS";"COMÉRCIO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"220000,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"NÃO";"PEQUENA";"SUL";"SANTA CATARINA";"BLUMENAU";4202404;"COMÉRCIO E SERVIÇOS";"COMÉRCIO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"220000,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"NÃO";"PEQUENA";"SUL";"SANTA CATARINA";"SAO MIGUEL DO OESTE";4217204;"COMÉRCIO E SERVIÇOS";"COMÉRCIO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"220000,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"PEDRAS ALTAS";4314175;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"220000,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"NÃO";"MÉDIA";"SUL";"PARANA";"FRANCISCO BELTRAO";4108403;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"220000,0"
2026;3;"INDIRETA";"BNDES FINAME";"PRONAMP INVESTIMENTO";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"TUPANCIRETA";4322202;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"220000,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF CUSTEIO";"NÃO";"PEQUENA";"SUDESTE";"SAO PAULO";"DRACENA";3514403;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"220000,0"
2026;3;"INDIRETA";"BNDES FINAME";"PRONAMP INVESTIMENTO";"NÃO";"PEQUENA";"SUL";"PARANA";"RESERVA";4121703;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"220000,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"VICTOR GRAEFF";4323200;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219982,0"
2026;3;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"GUAPORE";4309407;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219800,0"
2026;2;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"ARROIO DO PADRE";4301073;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219800,0"
2026;1;"INDIRETA";"BNDES FINAME";"PROGRAMA BNDES MAIS INOVAÇÃO";"SIM";"GRANDE";"SUDESTE";"SAO PAULO";"ITUVERAVA";3524105;"COMÉRCIO E SERVIÇOS";"SAÚDE E SERV SOCIAL";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"219800,0"
2026;3;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUDESTE";"MINAS GERAIS";"CALDAS";3110301;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219800,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"PALMITINHO";4313805;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219619,98"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"RESTINGA SECA";4315503;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219580,11"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"NOVO MACHADO";4313425;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219512,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROCAPCRED";"NÃO";"PEQUENA";"SUDESTE";"SAO PAULO";"MARILIA";3529005;"COMÉRCIO E SERVIÇOS";"ATIV FINANCEIRA E SEGURO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"219500,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"MICRO";"SUL";"SANTA CATARINA";"PARAISO";4212239;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219441,15"
2026;3;"INDIRETA";"BNDES FINAME";"BK AQUISIÇÃO E COMERCIALIZAÇÃO – ÔNIBUS E CAMINHÃO";"NÃO";"PEQUENA";"SUL";"SANTA CATARINA";"SAO JOSE DO CEDRO";4216701;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"219415,31"
2026;3;"INDIRETA";"BNDES FINAME";"MODERFROTA";"NÃO";"PEQUENA";"SUDESTE";"ESPIRITO SANTO";"VILA VALERIO";3205176;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219300,0"
2026;3;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"MÉDIA";"SUL";"RIO GRANDE DO SUL";"GARIBALDI";4308607;"INDÚSTRIA DE TRANSFORMAÇÃO";"MÓVEIS";"INDUSTRIA";"OUTRAS";"219278,73"
2026;2;"INDIRETA";"CARTÃO BNDES";"CARTÃO BNDES";"NÃO";"MÉDIA";"CENTRO OESTE";"GOIAS";"APARECIDA DE GOIANIA";5201405;"INDÚSTRIA DE TRANSFORMAÇÃO";"PRODUTOS DIVERSOS";"INDUSTRIA";"OUTRAS";"219227,32"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"SANTO ANGELO";4317509;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219194,69"
2026;1;"INDIRETA";"BNDES CRÉDITO DIGITAL";"BNDES CRÉDITO DIGITAL";"NÃO";"MICRO";"SUDESTE";"RIO DE JANEIRO";"SAO GONCALO";3304904;"COMÉRCIO E SERVIÇOS";"COMÉRCIO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"219130,0"
2026;2;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"GRANDE";"SUL";"RIO GRANDE DO SUL";"LINDOLFO COLLOR";4311627;"INDÚSTRIA DE TRANSFORMAÇÃO";"COURO, ARTEFATO E CALÇADO";"INDUSTRIA";"OUTRAS";"219126,87"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"PEQUENA";"SUL";"PARANA";"MANGUEIRINHA";4114401;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219025,87"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"SANTA CATARINA";"VIDAL RAMOS";4219200;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219000,0"
2026;1;"INDIRETA";"BNDES FINAME";"BK AQUISIÇÃO E COMERCIALIZAÇÃO – ÔNIBUS E CAMINHÃO";"NÃO";"GRANDE";"SUL";"SANTA CATARINA";"BRUSQUE";4202909;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"219000,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"SARANDI";4320107;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219000,0"
2026;2;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"SANTA CATARINA";"IRATI";4207858;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"219000,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"BARROS CASSAL";4302006;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218945,17"
2026;2;"INDIRETA";"BNDES FINAME";"BK AQUISIÇÃO E COMERCIALIZAÇÃO – ÔNIBUS E CAMINHÃO";"NÃO";"PEQUENA";"SUL";"SANTA CATARINA";"CORONEL FREITAS";4204400;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"218920,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"SAO VALENTIM";4319703;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218889,4"
2026;1;"INDIRETA";"BNDES FINAME";"MODERFROTA";"NÃO";"PEQUENA";"CENTRO OESTE";"GOIAS";"MINEIROS";5213103;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218875,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"PEQUENA";"NORTE";"RONDONIA";"ALTO ALEGRE DO PARECIS";1100379;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218862,02"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"NOVO BARREIRO";4313490;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218817,49"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"SANTA CATARINA";"FORMOSA DO SUL";4205431;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218757,2"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"SANTA CATARINA";"URUSSANGA";4219002;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218735,0"
2026;2;"INDIRETA";"BNDES FINAME";"MODERFROTA";"NÃO";"MÉDIA";"SUDESTE";"SAO PAULO";"TAPIRATIBA";3553609;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218650,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF CUSTEIO";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"MAXIMILIANO DE ALMEIDA";4312203;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218620,01"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"TOROPI";4321493;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218446,74"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAMP CUSTEIO";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"NOVO CABRAIS";4313391;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218400,0"
2026;3;"INDIRETA";"BNDES FINAME";"BK AQUISIÇÃO E COMERCIALIZAÇÃO – ÔNIBUS E CAMINHÃO";"NÃO";"MÉDIA";"NORDESTE";"BAHIA";"CACULE";2905008;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"218201,0"
2026;2;"INDIRETA";"BNDES FINAME";"BK AQUISIÇÃO E COMERCIALIZAÇÃO – ÔNIBUS E CAMINHÃO";"NÃO";"MÉDIA";"SUL";"PARANA";"CURITIBA";4106902;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"218200,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAMP INVESTIMENTO";"NÃO";"MICRO";"SUDESTE";"ESPIRITO SANTO";"PANCAS";3204005;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218025,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"MÉDIA";"SUL";"RIO GRANDE DO SUL";"CACAPAVA DO SUL";4302808;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218003,11"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF CUSTEIO";"NÃO";"MICRO";"SUL";"SANTA CATARINA";"TUBARAO";4218707;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218000,0"
2026;1;"INDIRETA";"BNDES FINAME";"MODERFROTA";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"CAPAO DO LEAO";4304663;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218000,0"
2026;3;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUDESTE";"MINAS GERAIS";"MACHADO";3139003;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218000,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"PEQUENA";"SUDESTE";"SAO PAULO";"TAMBAU";3553302;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218000,0"
2026;3;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"SANTA ROSA";4317202;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"218000,0"
2026;2;"INDIRETA";"BNDES FINAME";"PROGRAMA BNDES RENOVA FROTA";"NÃO";"PEQUENA";"SUDESTE";"ESPIRITO SANTO";"BOM JESUS DO NORTE";3201100;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"217994,4"
2026;3;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"PARANA";"CHOPINZINHO";4105409;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217980,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"GUABIJU";4309258;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217764,0"
2026;3;"INDIRETA";"BNDES FINAME";"MODERFROTA";"NÃO";"PEQUENA";"SUDESTE";"MINAS GERAIS";"MUZAMBINHO";3144102;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217750,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"MÉDIA";"CENTRO OESTE";"GOIAS";"PARAUNA";5216403;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217613,51"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"PEQUENA";"SUL";"PARANA";"FAROL";4107553;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217545,23"
2026;2;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"SANTA CATARINA";"ITAIOPOLIS";4208104;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217500,0"
2026;3;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"SANTA CATARINA";"ORLEANS";4211702;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217500,0"
2026;2;"INDIRETA";"BNDES FINAME";"MATERIAIS INDUSTRIALIZADOS";"NÃO";"MÉDIA";"SUL";"RIO GRANDE DO SUL";"LAJEADO";4311403;"COMÉRCIO E SERVIÇOS";"COMÉRCIO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"217439,88"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAMP INVESTIMENTO";"NÃO";"PEQUENA";"SUL";"PARANA";"MARQUINHO";4115457;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217436,57"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"TIO HUGO";4321469;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217300,8"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAMP INVESTIMENTO";"NÃO";"MICRO";"SUL";"SANTA CATARINA";"JUPIA";4209177;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217260,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"ITACURUBI";4310553;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217250,1"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"GUAPORE";4309407;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217214,63"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"ANTONIO PRADO";4300802;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217206,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUDESTE";"MINAS GERAIS";"ILICINEA";3130507;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217200,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"NOVA PADUA";4313086;"COMÉRCIO E SERVIÇOS";"CONSTRUÇÃO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"217000,0"
2026;2;"INDIRETA";"BNDES FINAME";"PRONAMP INVESTIMENTO";"NÃO";"PEQUENA";"SUDESTE";"ESPIRITO SANTO";"CONCEICAO DA BARRA";3201605;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217000,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF CUSTEIO";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"CARLOS GOMES";4304853;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217000,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"COQUEIRO BAIXO";4305835;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"217000,0"
2026;2;"INDIRETA";"BNDES FINAME";"MODERFROTA";"NÃO";"PEQUENA";"SUL";"PARANA";"NOVA LARANJEIRAS";4117057;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216900,0"
2026;2;"INDIRETA";"BNDES FINAME";"MODERFROTA";"NÃO";"PEQUENA";"SUDESTE";"MINAS GERAIS";"LAGOA DOURADA";3137403;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216572,51"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF CUSTEIO";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"CRISSIUMAL";4306007;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216516,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROCAPCRED";"NÃO";"PEQUENA";"SUL";"PARANA";"CAMBARA";4103602;"COMÉRCIO E SERVIÇOS";"ATIV FINANCEIRA E SEGURO";"COMÉRCIO E SERVIÇOS";"COMÉRCIO E SERVIÇOS";"216500,0"
2026;3;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"PEQUENA";"SUDESTE";"MINAS GERAIS";"HELIODORA";3129202;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216500,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"MACHADINHO";4311700;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216491,41"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"PEQUENA";"SUL";"PARANA";"MISSAL";4116059;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216473,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAMP CUSTEIO";"NÃO";"PEQUENA";"SUL";"PARANA";"DIAMANTE DO SUL";4107124;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216380,0"
2026;3;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"TENENTE PORTELA";4321402;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216365,0"
2026;1;"INDIRETA";"BNDES FINAME";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUDESTE";"ESPIRITO SANTO";"SOORETAMA";3205010;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216300,0"
2026;2;"INDIRETA";"BNDES AUTOMÁTICO";"PROGRAMA LIQUIDACAO DIVIDAS RURAIS";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"SAO VALERIO DO SUL";4319737;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216275,35"
2026;3;"INDIRETA";"BNDES FINAME";"BK AQUISIÇÃO E COMERCIALIZAÇÃO – ÔNIBUS E CAMINHÃO";"NÃO";"PEQUENA";"SUL";"PARANA";"ANDIRA";4101101;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"216226,43"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF INVESTIMENTO";"NÃO";"MICRO";"SUL";"RIO GRANDE DO SUL";"PIRATINI";4314605;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216100,0"
2026;1;"INDIRETA";"BNDES AUTOMÁTICO";"PRONAF CUSTEIO";"NÃO";"PEQUENA";"SUL";"PARANA";"IVAIPORA";4111506;"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"AGROPECUÁRIA";"216092,12"
2026;2;"INDIRETA";"BNDES FINAME";"BK AQUISIÇÃO E COMERCIALIZAÇÃO – ÔNIBUS E CAMINHÃO";"NÃO";"PEQUENA";"SUL";"RIO GRANDE DO SUL";"TAQUARI";4321303;"COMÉRCIO E SERVIÇOS";"TRANSPORTE TERRESTRE";"INFRAESTRUTURA";"TRANSPORTE RODOVIÁRIO";"216080,0"
